InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalAmount
567579,23402,HOME SWEEET HOME 3 PEG HANGER ,8,2011-09-21 10:48:00,3.75,18228.0,United Kingdom,30.0
543309,22568,FELTCRAFT CUSHION OWL,1,2011-02-07 12:05:00,3.75,18118.0,United Kingdom,3.75
554644,22178,VICTORIAN GLASS HANGING T-LIGHT,96,2011-05-25 12:34:00,1.06,15311.0,United Kingdom,101.76
574301,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,2011-11-03 16:15:00,1.25,12544.0,Spain,15.0
575340,22716,CARD CIRCUS PARADE,12,2011-11-09 14:31:00,0.42,15485.0,United Kingdom,5.04
563351,22082,RIBBON REEL STRIPES DESIGN ,15,2011-08-15 14:17:00,1.65,16902.0,United Kingdom,24.75
578155,21065,BOOM BOX SPEAKER GIRLS,1,2011-11-23 11:32:00,5.95,12748.0,United Kingdom,5.95
553374,23202,JUMBO BAG VINTAGE LEAF,10,2011-05-16 14:51:00,2.08,14489.0,United Kingdom,20.8
552371,22197,SMALL POPCORN HOLDER,6,2011-05-09 12:28:00,0.85,17629.0,United Kingdom,5.1
538184,22544,MINI JIGSAW SPACEBOY,24,2010-12-10 10:21:00,0.42,17880.0,United Kingdom,10.08
574093,23076,ICE CREAM SUNDAE LIP GLOSS,24,2011-11-03 09:43:00,1.25,12437.0,France,30.0
553191,84535B,FAIRY CAKES NOTEBOOK A6 SIZE,1,2011-05-15 13:22:00,0.65,13118.0,United Kingdom,0.65
560453,21530,DAIRY MAID TOASTRACK,18,2011-07-19 09:52:00,0.79,13209.0,United Kingdom,14.22
537382,20668,DISCO BALL CHRISTMAS DECORATION,24,2010-12-06 13:13:00,0.12,16710.0,United Kingdom,2.88
548701,22515,CHILDS GARDEN SPADE PINK,3,2011-04-03 11:36:00,2.1,17629.0,United Kingdom,6.300000000000001
561897,22467,GUMBALL COAT RACK,1,2011-07-31 15:24:00,2.55,17841.0,United Kingdom,2.55
536771,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,6,2010-12-02 14:49:00,2.1,17581.0,United Kingdom,12.600000000000001
576355,21485,RETROSPOT HEART HOT WATER BOTTLE,24,2011-11-14 16:28:00,4.25,13089.0,United Kingdom,102.0
580160,21544,SKULLS  WATER TRANSFER TATTOOS ,12,2011-12-02 10:47:00,0.85,12700.0,France,10.2
561007,23120,PACK OF 6 SMALL FRUIT STRAWS,24,2011-07-22 15:21:00,0.42,15640.0,United Kingdom,10.08
573023,21810,CHRISTMAS HANGING STAR WITH BELL,48,2011-10-27 12:53:00,0.39,13882.0,United Kingdom,18.72
551982,21988,PACK OF 6 SKULL PAPER PLATES,13,2011-05-05 13:56:00,0.85,15023.0,United Kingdom,11.049999999999999
543046,21717,EASTER TIN BUCKET,8,2011-02-03 09:37:00,2.55,13873.0,United Kingdom,20.4
562928,22998,TRAVEL CARD WALLET KEEP CALM,24,2011-08-10 15:29:00,0.42,15494.0,United Kingdom,10.08
580296,37475,SET/4 COLOURFUL MIXING BOWLS,1,2011-12-02 13:49:00,9.95,13780.0,United Kingdom,9.95
580728,22633,HAND WARMER UNION JACK,12,2011-12-05 17:21:00,2.1,15145.0,United Kingdom,25.200000000000003
576614,22111,SCOTTIE DOG HOT WATER BOTTLE,1,2011-11-15 16:38:00,4.95,12933.0,United Kingdom,4.95
572215,23513,EMBROIDERED RIBBON REEL SUSIE ,6,2011-10-21 12:52:00,2.08,12646.0,USA,12.48
541274,84997D,PINK 3 PIECE POLKADOT CUTLERY SET,6,2011-01-17 11:24:00,3.75,15696.0,United Kingdom,22.5
568709,22303,COFFEE MUG APPLES DESIGN,2,2011-09-28 15:42:00,2.55,15036.0,United Kingdom,5.1
577361,23137,ZINC WIRE SWEETHEART LETTER TRAY,4,2011-11-18 16:13:00,3.75,13012.0,United Kingdom,15.0
553675,20766,GARDEN PATH SKETCHBOOK,4,2011-05-18 12:52:00,3.75,13719.0,United Kingdom,15.0
578420,23284,DOORMAT KEEP CALM AND COME IN,4,2011-11-24 11:57:00,8.25,16326.0,United Kingdom,33.0
571040,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,5,2011-10-13 12:59:00,1.65,15272.0,United Kingdom,8.25
570002,22175,PINK OWL SOFT TOY,12,2011-10-07 09:16:00,2.95,12477.0,Germany,35.400000000000006
563355,23202,JUMBO BAG VINTAGE LEAF,10,2011-08-15 14:39:00,2.08,14156.0,EIRE,20.8
556484,21843,RED RETROSPOT CAKE STAND,1,2011-06-12 13:17:00,10.95,16938.0,United Kingdom,10.95
567661,22376,AIRLINE BAG VINTAGE JET SET WHITE,2,2011-09-21 15:06:00,4.25,13959.0,United Kingdom,8.5
536874,21407,BROWN CHECK CAT DOORSTOP ,1,2010-12-03 11:35:00,4.25,16891.0,United Kingdom,4.25
556126,23202,JUMBO BAG VINTAGE LEAF,10,2011-06-09 10:23:00,2.08,14911.0,EIRE,20.8
564161,22103,MIRROR MOSAIC T-LIGHT HOLDER ROUND,15,2011-08-23 13:13:00,1.65,14523.0,United Kingdom,24.75
552061,21558,SKULL LUNCH BOX WITH CUTLERY ,6,2011-05-06 10:43:00,2.55,13001.0,United Kingdom,15.299999999999999
551035,22622,BOX OF VINTAGE ALPHABET BLOCKS,2,2011-04-26 11:34:00,9.95,15065.0,United Kingdom,19.9
569693,85152,HAND OVER THE CHOCOLATE   SIGN ,4,2011-10-05 15:18:00,2.1,17837.0,United Kingdom,8.4
577106,22338,STAR DECORATION PAINTED ZINC ,4,2011-11-17 17:18:00,0.19,14456.0,United Kingdom,0.76
569894,84988,SET OF 72 PINK HEART PAPER DOILIES,2,2011-10-06 15:53:00,1.45,15707.0,United Kingdom,2.9
578631,23284,DOORMAT KEEP CALM AND COME IN,10,2011-11-24 16:20:00,7.08,14805.0,United Kingdom,70.8
575222,16016,LARGE CHINESE STYLE SCISSOR,10,2011-11-09 11:33:00,0.85,16880.0,United Kingdom,8.5
553552,21084,SET/6 COLLAGE PAPER CUPS,24,2011-05-17 16:23:00,0.19,17702.0,United Kingdom,4.5600000000000005
578258,22576,SWALLOW WOODEN CHRISTMAS DECORATION,5,2011-11-23 13:01:00,0.85,13263.0,United Kingdom,4.25
568319,22768,FAMILY PHOTO FRAME CORNICE,6,2011-09-26 13:35:00,9.95,17389.0,United Kingdom,59.699999999999996
560359,23005,TRAVEL CARD WALLET I LOVE LONDON,4,2011-07-18 11:47:00,0.42,14159.0,United Kingdom,1.68
540672,22570,FELTCRAFT CUSHION RABBIT,8,2011-01-10 15:51:00,3.75,15281.0,United Kingdom,30.0
572650,22384,LUNCH BAG PINK POLKADOT,2,2011-10-25 12:00:00,1.65,15506.0,United Kingdom,3.3
566932,84378,SET OF 3 HEART COOKIE CUTTERS,1,2011-09-15 15:29:00,1.45,17576.0,United Kingdom,1.45
572051,23519,EMBROIDERED RIBBON REEL CLAIRE,72,2011-10-20 12:24:00,3.29,14646.0,Netherlands,236.88
570666,22961,JAM MAKING SET PRINTED,12,2011-10-11 14:24:00,1.45,13919.0,Denmark,17.4
564972,85049G,CHOCOLATE BOX RIBBONS ,12,2011-08-31 15:30:00,1.25,12621.0,Germany,15.0
570186,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,6,2011-10-07 15:01:00,2.89,17509.0,United Kingdom,17.34
574880,22659,LUNCH BOX I LOVE LONDON,5,2011-11-07 13:25:00,1.95,18016.0,United Kingdom,9.75
541271,71459,HANGING JAM JAR T-LIGHT HOLDER,24,2011-01-17 11:12:00,0.85,12388.0,Australia,20.4
552872,48187,DOORMAT NEW ENGLAND,10,2011-05-12 09:09:00,6.75,16985.0,United Kingdom,67.5
561040,21731,RED TOADSTOOL LED NIGHT LIGHT,24,2011-07-24 12:05:00,1.65,12431.0,Australia,39.599999999999994
578429,23581,JUMBO BAG PAISLEY PARK,10,2011-11-24 12:12:00,2.08,16271.0,United Kingdom,20.8
570249,85049E,SCANDINAVIAN REDS RIBBONS,12,2011-10-10 08:58:00,1.25,17509.0,United Kingdom,15.0
567482,20735,BLACK MINI TAPE MEASURE ,2,2011-09-20 13:42:00,0.85,16464.0,United Kingdom,1.7
578696,20979,36 PENCILS TUBE RED RETROSPOT,16,2011-11-25 10:02:00,1.25,13985.0,United Kingdom,20.0
573415,90162B,ANT SILVER LIME GREEN BOUDICCA RING,1,2011-10-30 16:17:00,2.95,13607.0,United Kingdom,2.95
578085,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2011-11-22 16:39:00,1.69,13319.0,United Kingdom,27.04
548708,22371,AIRLINE BAG VINTAGE TOKYO 78,3,2011-04-03 12:41:00,4.25,13269.0,United Kingdom,12.75
559902,35972,DAISY FOLKART HEART DECORATION,2,2011-07-13 13:14:00,1.25,14502.0,United Kingdom,2.5
576362,22154,ANGEL DECORATION 3 BUTTONS ,48,2011-11-14 17:11:00,0.42,14755.0,United Kingdom,20.16
541711,22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,24,2011-01-21 11:18:00,1.25,14646.0,Netherlands,30.0
549583,21165,BEWARE OF THE CAT METAL SIGN ,12,2011-04-11 09:46:00,1.69,15214.0,United Kingdom,20.28
553527,22917,HERB MARKER ROSEMARY,12,2011-05-17 14:57:00,0.65,15123.0,United Kingdom,7.800000000000001
567128,84879,ASSORTED COLOUR BIRD ORNAMENT,24,2011-09-16 14:04:00,1.69,18055.0,United Kingdom,40.56
579098,23300,GARDENERS KNEELING PAD CUP OF TEA ,2,2011-11-28 11:18:00,1.65,14606.0,United Kingdom,3.3
570841,20712,JUMBO BAG WOODLAND ANIMALS,10,2011-10-12 14:18:00,2.08,12553.0,France,20.8
539551,20681,PINK POLKADOT CHILDRENS UMBRELLA,6,2010-12-20 11:38:00,3.25,12721.0,France,19.5
560557,22101,MIRROR MOSAIC VOTIVE HOLDER,6,2011-07-19 13:05:00,2.1,18101.0,United Kingdom,12.600000000000001
573139,21926,RED/CREAM STRIPE CUSHION COVER ,4,2011-10-27 17:29:00,1.25,14716.0,United Kingdom,5.0
578264,23285,PINK VINTAGE SPOT BEAKER,1,2011-11-23 13:27:00,0.85,12748.0,United Kingdom,0.85
578255,23120,PACK OF 6 SMALL FRUIT STRAWS,1,2011-11-23 12:58:00,0.42,14675.0,United Kingdom,0.42
580389,23293,SET OF 12 FAIRY CAKE BAKING CASES,8,2011-12-04 10:35:00,0.83,12952.0,United Kingdom,6.64
574670,84997D,CHILDRENS CUTLERY POLKADOT PINK,1,2011-11-06 12:20:00,4.15,12838.0,United Kingdom,4.15
562447,23191,BUNDLE OF 3 RETRO NOTE BOOKS,48,2011-08-04 19:20:00,1.45,15251.0,United Kingdom,69.6
575756,22112,CHOCOLATE HOT WATER BOTTLE,1,2011-11-11 10:48:00,4.95,18118.0,United Kingdom,4.95
569333,22768,FAMILY PHOTO FRAME CORNICE,6,2011-10-03 13:49:00,9.95,13431.0,United Kingdom,59.699999999999996
579286,23494,VINTAGE DOILY DELUXE SEWING KIT ,1,2011-11-29 10:57:00,5.95,17772.0,United Kingdom,5.95
537209,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,3,2010-12-05 15:12:00,0.85,14606.0,United Kingdom,2.55
554039,22698,PINK REGENCY TEACUP AND SAUCER,6,2011-05-20 14:27:00,2.95,15095.0,United Kingdom,17.700000000000003
548330,22383,LUNCH BAG SUKI DESIGN ,2,2011-03-30 13:26:00,1.65,14810.0,United Kingdom,3.3
548709,85019A,ROMANTIC IMAGES NOTEBOOK SET,24,2011-04-03 12:46:00,1.25,17744.0,United Kingdom,30.0
550321,21684,SMALL MEDINA STAMPED METAL BOWL ,2,2011-04-17 12:49:00,0.85,16770.0,United Kingdom,1.7
566438,21617,4 LILY  BOTANICAL DINNER CANDLES,4,2011-09-12 15:14:00,3.75,15996.0,United Kingdom,15.0
562347,22116,METAL SIGN HIS DINNER IS SERVED,1,2011-08-04 12:22:00,0.79,13263.0,United Kingdom,0.79
577034,20963,APPLE BATH SPONGE,20,2011-11-17 13:16:00,1.25,12847.0,United Kingdom,25.0
561695,22949,36 DOILIES DOLLY GIRL,12,2011-07-29 10:00:00,1.45,14005.0,United Kingdom,17.4
561189,23020,GLASS  SONGBIRD STORAGE JAR,2,2011-07-25 13:28:00,12.5,16557.0,United Kingdom,25.0
573875,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,12,2011-11-01 12:47:00,0.85,15018.0,United Kingdom,10.2
556915,23103,JINGLE BELL HEART DECORATION,4,2011-06-15 13:35:00,1.65,15036.0,United Kingdom,6.6
539985,84050,PINK HEART SHAPE EGG FRYING PAN,72,2010-12-23 15:16:00,1.25,15856.0,United Kingdom,90.0
580731,85096,HILDA CANDY SPOT RABBIT,1,2011-12-05 17:36:00,3.75,17383.0,United Kingdom,3.75
539764,20704,MR ROBOT SOFT TOY,8,2010-12-22 11:07:00,1.95,14533.0,United Kingdom,15.6
543040,22311,OFFICE MUG WARMER BLACK+SILVER ,1,2011-02-02 17:06:00,2.95,17337.0,United Kingdom,2.95
568180,23126,FELTCRAFT GIRL AMELIE KIT,1,2011-09-25 13:42:00,4.95,15429.0,United Kingdom,4.95
538035,21115,ROSE CARAVAN DOORSTOP,1,2010-12-09 13:03:00,6.75,16065.0,United Kingdom,6.75
544657,22203,MILK PAN RED RETROSPOT,4,2011-02-22 13:08:00,3.75,14895.0,United Kingdom,15.0
572107,22178,VICTORIAN GLASS HANGING T-LIGHT,6,2011-10-20 17:13:00,1.95,15836.0,United Kingdom,11.7
563705,82578,KITCHEN METAL SIGN,12,2011-08-18 14:33:00,0.55,17736.0,United Kingdom,6.6000000000000005
557021,23249,VINTAGE RED ENAMEL TRIM PLATE,12,2011-06-16 12:55:00,1.65,17642.0,United Kingdom,19.799999999999997
575952,48187,DOORMAT NEW ENGLAND,1,2011-11-13 11:55:00,8.25,16015.0,United Kingdom,8.25
581383,21616,4 PEAR BOTANICAL DINNER CANDLES,6,2011-12-08 13:04:00,3.75,15399.0,United Kingdom,22.5
552198,21034,REX CASH+CARRY JUMBO SHOPPER,1,2011-05-06 14:47:00,0.95,15552.0,United Kingdom,0.95
575136,23319,BOX OF 6 MINI 50'S CRACKERS,6,2011-11-08 14:53:00,2.49,15103.0,United Kingdom,14.940000000000001
571054,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2011-10-13 13:58:00,1.69,14234.0,United Kingdom,1.69
559791,23245,SET OF 3 REGENCY CAKE TINS,4,2011-07-12 12:24:00,4.95,17675.0,United Kingdom,19.8
537397,22867,HAND WARMER BIRD DESIGN,12,2010-12-06 14:19:00,2.1,16817.0,United Kingdom,25.200000000000003
563909,22487,WHITE WOOD GARDEN PLANT LADDER,1,2011-08-21 12:36:00,9.95,15701.0,United Kingdom,9.95
562537,20677,PINK POLKADOT BOWL,8,2011-08-05 15:02:00,1.25,12517.0,Germany,10.0
546425,22255,FELT TOADSTOOL  SMALL,2,2011-03-13 13:36:00,0.85,16983.0,United Kingdom,1.7
546753,21389,IVORY HANGING DECORATION  BIRD,6,2011-03-16 13:00:00,0.85,16383.0,United Kingdom,5.1
555535,20724,RED RETROSPOT CHARLOTTE BAG,10,2011-06-05 12:16:00,0.85,16458.0,United Kingdom,8.5
550313,20719,WOODLAND CHARLOTTE BAG,10,2011-04-17 11:21:00,0.85,12681.0,France,8.5
573264,23300,GARDENERS KNEELING PAD CUP OF TEA ,2,2011-10-28 12:36:00,1.65,14415.0,United Kingdom,3.3
566062,35970,ZINC FOLKART SLEIGH BELLS,48,2011-09-08 15:39:00,1.69,14522.0,United Kingdom,81.12
538597,82494L,WOODEN FRAME ANTIQUE WHITE ,6,2010-12-13 12:26:00,2.95,15555.0,United Kingdom,17.700000000000003
566258,22113,GREY HEART HOT WATER BOTTLE,1,2011-09-11 12:45:00,4.25,13124.0,United Kingdom,4.25
549984,22424,ENAMEL BREAD BIN CREAM,8,2011-04-13 15:57:00,10.95,15147.0,United Kingdom,87.6
569690,22776,SWEETHEART 3 TIER CAKE STAND ,1,2011-10-05 15:04:00,9.95,15351.0,United Kingdom,9.95
542393,85184C,S/4 VALENTINE DECOUPAGE HEART BOX,2,2011-01-27 15:02:00,2.95,18125.0,United Kingdom,5.9
545304,22840,ROUND CAKE TIN VINTAGE RED,2,2011-03-01 12:51:00,7.95,16212.0,United Kingdom,15.9
568703,22417,PACK OF 60 SPACEBOY CAKE CASES,3,2011-09-28 15:21:00,0.55,12748.0,United Kingdom,1.6500000000000001
537609,22867,HAND WARMER BIRD DESIGN,36,2010-12-07 13:22:00,2.1,17675.0,United Kingdom,75.60000000000001
550180,84750B,BLACK SMALL GLASS CAKE STAND,8,2011-04-14 17:33:00,0.39,14163.0,United Kingdom,3.12
569766,22721,SET OF 3 CAKE TINS SKETCHBOOK,3,2011-10-06 11:24:00,4.95,14849.0,United Kingdom,14.850000000000001
551835,21217,RED RETROSPOT ROUND CAKE TINS,1,2011-05-04 13:17:00,9.95,17646.0,United Kingdom,9.95
567912,23389,SPACEBOY MINI BACKPACK,2,2011-09-22 17:07:00,4.15,15555.0,United Kingdom,8.3
559289,20727,LUNCH BAG  BLACK SKULL.,3,2011-07-07 12:22:00,1.65,15719.0,United Kingdom,4.949999999999999
562649,22241,GARLAND WOODEN HAPPY EASTER,1,2011-08-08 13:11:00,1.25,14606.0,United Kingdom,1.25
546392,21561,DINOSAUR LUNCH BOX WITH CUTLERY,3,2011-03-11 14:15:00,2.55,14587.0,United Kingdom,7.6499999999999995
579093,22382,LUNCH BAG SPACEBOY DESIGN ,20,2011-11-28 10:54:00,1.65,13081.0,United Kingdom,33.0
577544,22835,HOT WATER BOTTLE I AM SO POORLY,4,2011-11-20 14:43:00,4.95,17758.0,United Kingdom,19.8
548258,22745,POPPY'S PLAYHOUSE BEDROOM ,6,2011-03-30 11:04:00,2.1,14146.0,United Kingdom,12.600000000000001
551250,22807,SET OF 6 T-LIGHTS TOADSTOOLS,1,2011-04-27 12:00:00,2.95,17841.0,United Kingdom,2.95
571433,22027,TEA PARTY BIRTHDAY CARD,12,2011-10-17 13:19:00,0.42,13015.0,United Kingdom,5.04
542276,22723,SET OF 6 HERB TINS SKETCHBOOK,8,2011-01-27 10:19:00,3.95,12764.0,Lebanon,31.6
565434,20724,RED RETROSPOT CHARLOTTE BAG,5,2011-09-04 13:35:00,0.85,12867.0,United Kingdom,4.25
560691,85099F,JUMBO BAG STRAWBERRY,10,2011-07-20 12:00:00,2.08,13136.0,United Kingdom,20.8
569573,23202,JUMBO BAG VINTAGE LEAF,100,2011-10-05 10:11:00,1.79,17511.0,United Kingdom,179.0
562282,20725,LUNCH BAG RED RETROSPOT,50,2011-08-04 10:38:00,1.65,13098.0,United Kingdom,82.5
571942,21485,RETROSPOT HEART HOT WATER BOTTLE,3,2011-10-20 10:06:00,4.95,17434.0,United Kingdom,14.850000000000001
537378,22627,MINT KITCHEN SCALES,6,2010-12-06 13:06:00,8.5,14911.0,EIRE,51.0
574682,23080,RED METAL BOX TOP SECRET,2,2011-11-06 12:44:00,8.25,14963.0,United Kingdom,16.5
539044,22111,SCOTTIE DOG HOT WATER BOTTLE,2,2010-12-15 15:47:00,4.95,15727.0,United Kingdom,9.9
574714,22099,CARAVAN SQUARE TISSUE BOX,2,2011-11-06 14:29:00,0.39,15427.0,United Kingdom,0.78
544930,21389,IVORY HANGING DECORATION  BIRD,2,2011-02-24 18:26:00,0.85,17472.0,United Kingdom,1.7
571837,23368,SET 12 COLOUR PENCILS DOLLY GIRL ,3,2011-10-19 12:11:00,0.65,16470.0,United Kingdom,1.9500000000000002
560829,21065,BOOM BOX SPEAKER GIRLS,4,2011-07-21 12:00:00,5.95,17694.0,United Kingdom,23.8
536559,51014L,"FEATHER PEN,LIGHT PINK",12,2010-12-01 14:54:00,0.85,17873.0,United Kingdom,10.2
562587,23203,JUMBO BAG VINTAGE DOILY ,10,2011-08-07 14:34:00,2.08,15640.0,United Kingdom,20.8
557414,22029,SPACEBOY BIRTHDAY CARD,12,2011-06-20 11:42:00,0.42,15840.0,United Kingdom,5.04
570672,22133,PINK LOVE HEART SHAPE CUP,12,2011-10-11 14:52:00,0.85,12536.0,France,10.2
559357,23298,SPOTTY BUNTING,8,2011-07-07 18:56:00,4.95,17107.0,United Kingdom,39.6
557671,23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,12,2011-06-22 10:11:00,1.65,13849.0,United Kingdom,19.799999999999997
555124,22892,SET OF SALT AND PEPPER TOADSTOOLS,6,2011-05-31 15:26:00,1.25,18204.0,United Kingdom,7.5
567972,20725,LUNCH BAG RED RETROSPOT,10,2011-09-23 10:14:00,1.65,13949.0,United Kingdom,16.5
563111,21670,BLUE SPOT CERAMIC DRAWER KNOB,12,2011-08-12 11:08:00,1.25,15249.0,United Kingdom,15.0
541974,84457,SET/3 RABBITS FLOWER SKIPPPING ROPE,2,2011-01-24 14:16:00,0.85,14541.0,United Kingdom,1.7
572552,21770,OPEN CLOSED METAL SIGN,1,2011-10-24 17:07:00,9.96,14096.0,United Kingdom,9.96
581146,22094,RED RETROSPOT TISSUE BOX,3,2011-12-07 13:53:00,0.39,17602.0,United Kingdom,1.17
540453,22035,VINTAGE CARAVAN GREETING CARD ,12,2011-01-07 11:54:00,0.42,13426.0,United Kingdom,5.04
562688,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,6,2011-08-08 13:53:00,0.55,13869.0,United Kingdom,3.3000000000000003
565432,21042,RED RETROSPOT APRON ,1,2011-09-04 13:16:00,5.95,16241.0,United Kingdom,5.95
541816,15056N,EDWARDIAN PARASOL NATURAL,1,2011-01-21 15:56:00,5.95,17799.0,United Kingdom,5.95
548314,22969,HOMEMADE JAM SCENTED CANDLES,12,2011-03-30 12:24:00,1.45,16949.0,United Kingdom,17.4
569846,21915,RED  HARMONICA IN BOX ,12,2011-10-06 13:42:00,1.25,13422.0,United Kingdom,15.0
570009,22568,FELTCRAFT CUSHION OWL,4,2011-10-07 09:38:00,3.75,14138.0,United Kingdom,15.0
558076,84828,JUNGLE POPSICLES ICE LOLLY MOULDS,12,2011-06-24 17:35:00,1.25,14031.0,United Kingdom,15.0
570249,23502,PLAYING CARDS VINTAGE DOILY ,12,2011-10-10 08:58:00,1.25,17509.0,United Kingdom,15.0
575504,22960,JAM MAKING SET WITH JARS,6,2011-11-10 10:29:00,4.25,14895.0,United Kingdom,25.5
570444,23504,PLAYING CARDS JUBILEE UNION JACK,3,2011-10-10 14:38:00,1.25,17284.0,United Kingdom,3.75
541842,85150,LADIES & GENTLEMEN METAL SIGN,3,2011-01-23 12:07:00,2.55,16085.0,United Kingdom,7.6499999999999995
567211,23412,HEART MIRROR ANTIQUE WHITE,1,2011-09-19 11:02:00,7.5,14159.0,United Kingdom,7.5
567890,22653,BUTTON BOX ,10,2011-09-22 15:40:00,1.95,14125.0,United Kingdom,19.5
567859,23242,TREASURE TIN BUFFALO BILL ,6,2011-09-22 13:51:00,2.08,12936.0,United Kingdom,12.48
554658,23155,KNICKERBOCKERGLORY MAGNET ASSORTED ,12,2011-05-25 14:18:00,0.83,12839.0,United Kingdom,9.959999999999999
562540,22766,PHOTO FRAME CORNICE,2,2011-08-05 15:38:00,2.95,17400.0,United Kingdom,5.9
554421,22980,PANTRY SCRUBBING BRUSH,12,2011-05-24 12:12:00,1.65,18202.0,United Kingdom,19.799999999999997
568143,23286,BLUE VINTAGE SPOT BEAKER,8,2011-09-25 11:28:00,0.85,13266.0,United Kingdom,6.8
555843,35810A,ENAMEL PINK COFFEE CONTAINER,12,2011-06-07 13:00:00,0.83,12584.0,Italy,9.959999999999999
565067,23240,SET OF 4 KNICK KNACK TINS DOILY ,1,2011-08-31 17:16:00,4.15,15856.0,United Kingdom,4.15
575975,22728,ALARM CLOCK BAKELIKE PINK,2,2011-11-13 13:18:00,3.75,13536.0,United Kingdom,7.5
573381,84659A,WHITE TRAVEL ALARM CLOCK,1,2011-10-30 14:05:00,2.55,17590.0,United Kingdom,2.55
544810,22180,RETROSPOT LAMP,2,2011-02-23 15:53:00,9.95,17675.0,United Kingdom,19.9
564746,48187,DOORMAT NEW ENGLAND,10,2011-08-28 15:58:00,6.75,17633.0,United Kingdom,67.5
558767,21877,HOME SWEET HOME MUG,6,2011-07-03 13:27:00,1.25,13833.0,United Kingdom,7.5
568428,23264,SET OF 3 WOODEN SLEIGH DECORATIONS,2,2011-09-27 11:27:00,1.25,14419.0,United Kingdom,2.5
561087,22961,JAM MAKING SET PRINTED,12,2011-07-25 09:48:00,1.45,15144.0,United Kingdom,17.4
546917,82011B,BATHROOM SCALES RUBBER DUCKS,2,2011-03-18 09:17:00,3.75,14911.0,EIRE,7.5
572025,22381,TOY TIDY PINK POLKADOT,5,2011-10-20 11:30:00,2.1,17651.0,United Kingdom,10.5
572681,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,2011-10-25 13:51:00,1.65,13510.0,United Kingdom,19.799999999999997
574479,22993,SET OF 4 PANTRY JELLY MOULDS,1,2011-11-04 12:39:00,1.25,18035.0,United Kingdom,1.25
546037,22606,WOODEN SKITTLES GARDEN SET,4,2011-03-09 10:00:00,12.75,14825.0,United Kingdom,51.0
576052,22557,PLASTERS IN TIN VINTAGE PAISLEY ,2,2011-11-13 14:48:00,1.65,15787.0,United Kingdom,3.3
573814,21175,GIN + TONIC DIET METAL SIGN,2,2011-11-01 11:31:00,2.55,13268.0,United Kingdom,5.1
571219,22423,REGENCY CAKESTAND 3 TIER,2,2011-10-14 13:35:00,12.75,15601.0,United Kingdom,25.5
565446,22950,36 DOILIES VINTAGE CHRISTMAS,12,2011-09-04 15:19:00,1.45,16057.0,United Kingdom,17.4
542929,22508,DOORSTOP RETROSPOT HEART,2,2011-02-02 10:34:00,3.75,17811.0,United Kingdom,7.5
555850,21564,PINK  HEART SHAPE LOVE BUCKET ,2,2011-06-07 13:35:00,2.95,16550.0,United Kingdom,5.9
548497,20719,WOODLAND CHARLOTTE BAG,12,2011-03-31 13:43:00,0.85,13089.0,United Kingdom,10.2
548451,22548,HEADS AND TAILS SPORTING FUN,4,2011-03-31 11:25:00,1.25,17365.0,United Kingdom,5.0
556829,22441,GROW YOUR OWN BASIL IN ENAMEL MUG,8,2011-06-15 10:51:00,2.1,12809.0,Portugal,16.8
566938,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,40,2011-09-15 15:48:00,2.55,14557.0,United Kingdom,102.0
563848,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,6,2011-08-19 14:57:00,4.25,14911.0,EIRE,25.5
576508,47503A,ASS FLORAL PRINT MULTI SCREWDRIVER,2,2011-11-15 12:02:00,0.42,17777.0,United Kingdom,0.84
580999,22755,SMALL PURPLE BABUSHKA NOTEBOOK ,1,2011-12-06 17:49:00,0.21,17883.0,United Kingdom,0.21
548648,22478,BIRDHOUSE GARDEN MARKER ,10,2011-04-01 13:20:00,1.25,12949.0,United Kingdom,12.5
540692,21210,SET OF 72 RETROSPOT PAPER  DOILIES,12,2011-01-11 09:12:00,1.45,14320.0,United Kingdom,17.4
559424,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,24,2011-07-08 12:14:00,1.25,18121.0,United Kingdom,30.0
542585,72802A,ROSE SCENT CANDLE IN JEWELLED BOX,18,2011-01-28 15:29:00,3.81,17329.0,United Kingdom,68.58
537420,22942,CHRISTMAS LIGHTS 10 SANTAS ,2,2010-12-06 15:18:00,8.5,17519.0,United Kingdom,17.0
540453,47559B,TEA TIME OVEN GLOVE,50,2011-01-07 11:54:00,1.06,13426.0,United Kingdom,53.0
565223,23091,ZINC HERB GARDEN CONTAINER,3,2011-09-01 19:08:00,6.25,15410.0,United Kingdom,18.75
